,newinfections,hospitalized,recovered,deceased
10924,419,182,373699,13281
10945,493,196,373777,13281
10966,544,211,373860,13282
10987,700,223,373914,13282
11008,606,240,374009,13283
11029,560,261,374148,13285
11050,365,269,374321,13285
11071,495,278,374451,13286
11092,669,291,374717,13286
11113,717,285,374868,13287
11134,685,302,374999,13289
11155,661,316,375136,13289
11176,642,337,375283,13290
11197,463,344,375532,13290
11218,454,354,375687,13291
11239,632,351,375972,13292
11260,656,357,376118,13295
11281,765,354,376320,13299
11302,551,361,376702,13300
11323,458,384,377023,13302
11344,478,405,377341,13309
11365,445,416,377819,13312
11386,576,423,378111,13315
11407,637,417,378462,13316
11428,622,422,378824,13318
11449,555,434,379103,13321
11470,558,454,379393,13324
11491,472,465,379745,13327
11512,412,465,380099,13334
11533,561,458,380517,13337
11554,732,471,380800,13344
11575,686,449,381199,13347
11596,605,459,381523,13353
11617,546,469,381967,13360
11638,455,453,382618,13369
11659,383,438,383164,13372
11680,529,436,383462,13372
11701,721,444,383644,13375
11722,545,445,384037,13376
11743,497,442,385576,13383
11764,513,459,386013,13386
11785,396,455,386467,13388
11806,337,448,387273,13396
11827,449,447,387807,13399
11848,617,443,388419,13404
11869,499,433,388823,13408
11890,453,443,389354,13408
11911,470,465,389900,13409
11932,314,471,390946,13411
11953,324,494,391686,13414
11974,364,471,392457,13420
11995,473,452,393227,13427
12016,403,448,393412,13432
12037,343,454,393598,13434
12058,333,459,393770,13438
12079,280,459,394138,13440
12100,257,463,394441,13444
12121,332,436,394752,13451
12142,327,437,394882,13453
12163,340,431,395074,13458
12184,340,434,395251,13459
12205,289,437,395535,13462
12226,197,433,395787,13464
12247,258,432,395923,13470
12268,363,420,396227,13475
12289,351,416,396314,13477
12310,277,416,396548,13477
12331,314,417,396751,13483
12352,244,427,396856,13485
12373,169,411,396948,13489
12394,281,384,397239,13494
12415,291,386,397468,13496
12436,270,366,397619,13499
12457,267,350,397789,13504
12478,239,359,397929,13508
12499,191,368,398063,13514
12520,157,380,398205,13516
12541,223,360,398454,13521
12562,196,355,398648,13524
12583,198,345,398833,13528
12604,240,326,399355,13530
12625,244,328,400140,13532
12646,209,334,400859,13533
12667,161,332,401625,13538
12688,247,327,402677,13542
12709,294,314,403454,13546
12730,315,317,404376,13548
12751,333,308,405377,13551
12772,316,315,406154,13554
12793,362,319,407055,13559
12814,273,318,407741,13564
12835,307,315,408736,13577
12856,391,314,409554,13583
12877,428,314,410224,13587
12898,409,322,410915,13592
12919,372,335,411250,13595
12940,407,339,411558,13595
12961,334,349,411797,13603
12982,222,345,412127,13608
13003,328,335,412380,13614
13024,618,342,412710,13618
13045,561,354,412939,13618
13066,565,365,413222,13621
13087,536,379,413548,13627
13108,458,378,413850,13629
13129,549,391,414180,13637
13150,617,403,414444,13644
13171,712,404,414760,13648
13192,682,427,414985,13655
13213,676,437,415272,13664
13234,651,460,415635,13670
13255,566,475,415964,13678
13276,756,500,416360,13680
13297,929,501,416703,13689
13318,1014,517,417050,13696
13339,1055,540,417370,13698
13360,998,574,417654,13705
13381,991,614,417927,13710
13402,850,616,418202,13719
13423,1058,623,418668,13733
13444,1307,637,418966,13744
13465,1353,634,419594,13750
13486,1273,652,420029,13767
13507,1344,694,420386,13774
13528,1223,729,420782,13781
13549,1086,760,421327,13791
13570,1117,743,421737,13797
13591,1464,749,422194,13803
13612,1633,762,422779,13810
13633,1610,780,423681,13822
13654,1707,807,424281,13832
13675,1396,856,424898,13841
13696,1350,888,425433,13851
13717,1391,919,425992,13864
13738,1656,981,426511,13872
13759,1661,1009,427450,13886
13780,1733,1016,428047,13893
13801,1973,1031,428413,13907
13822,1828,1092,428900,13916
13843,1845,1093,429462,13939
13864,1898,1098,430096,13953
13885,2077,1096,431132,13961
13906,2507,1091,432559,13976
13927,2451,1093,433210,13991
13948,2500,1135,433990,14007
13969,2369,1190,434656,14030
13990,2179,1191,435788,14049
14011,2068,1216,436653,14071
14032,2860,1231,437602,14082
14053,3067,1226,438477,14104
14074,3551,1249,438786,14126
14095,2921,1294,439691,14146
14116,3482,1343,440251,14160
14137,3427,1398,442001,14176
14158,4134,1418,442982,14187
14179,7088,1455,444226,14207
14200,10167,1462,445248,14216
14221,12255,1483,446078,14231
14242,9090,1581,446972,14239
14263,8014,1659,448179,14256
14284,8773,1714,449993,14281
14305,13671,1763,452578,14296
14326,38528,1884,456114,14320
14347,17119,1988,458112,14335
14368,14901,2017,460932,14362
14389,17698,2076,462698,14378
14410,14194,2194,464625,14394
14431,20595,2318,468149,14429
14452,18631,2335,473197,14448
14473,20648,2409,477021,14486
14494,20346,2460,479992,14510
14515,17755,2486,483692,14536
14536,16408,2543,487479,14556
14557,11189,2605,490346,14577
14578,17977,2592,496489,14617
14599,20650,2561,499588,14657
14620,20140,2617,512193,14690
14641,20654,2604,533095,14719
14662,17887,2609,540937,14748
14683,19603,2694,550108,14771
14704,14719,2773,556612,14811
14725,13561,2744,562841,14849
14746,19028,2729,569761,14902
14767,16142,2759,580969,14950
14788,16941,2758,616762,14980
14809,15023,2763,632593,15019
14830,13091,2783,646367,15052
14851,8983,2850,663213,15088
14872,7105,2852,713291,15128
14893,11122,2834,766471,15168
14914,12012,2671,807769,15202
14935,10779,2579,862984,15251
14956,8274,2556,906597,15288
14977,7447,2556,936175,15321
14998,5203,2607,958838,15358
15019,4554,2425,971927,15390
15040,7463,2379,984045,15420
15061,5947,2315,998875,15463
15082,5371,2279,1014287,15505
15103,4497,2213,1026170,15531
15124,4401,2189,1039078,15560
15145,2695,2231,1050413,15592
15166,2898,2084,1059070,15619
15187,3991,2036,1066539,15640
15208,3475,1939,1075569,15677
15229,3448,1865,1082852,15705
15250,3332,1838,1091349,15726
15271,2942,1814,1098468,15741
15292,2111,1857,1104882,15754
15313,2030,1803,1109903,15783
15334,3201,1731,1114317,15812
15355,2753,1659,1118444,15838
15376,2857,1573,1124185,15856
15397,2223,1486,1128205,15874
15418,2194,1468,1132216,15883
15439,1521,1498,1136254,15905
15460,1495,1417,1139348,15919
15481,2421,1339,1142154,15940
15502,2304,1298,1145263,15959
15523,2162,1259,1148630,15981
15544,2056,1235,1151311,15995
15565,2089,1245,1153802,15999
15586,1853,1278,1156724,16012
15607,1671,1207,1158828,16021
15628,2517,1157,1160553,16033
15649,2577,1132,1163071,16046
15670,2910,1106,1165221,16058
15691,2730,1099,1167486,16063
15712,2725,1106,1169306,16068
15733,2002,1133,1171468,16084
15754,2279,1098,1173281,16101
15775,3682,1068,1174885,16112
15796,3738,1044,1177222,16126
15817,4151,1017,1179474,16138
15838,3904,918,1181602,16143
15859,3896,931,1183784,16150
15880,2318,966,1186338,16159
15901,2758,1003,1188330,16171
15922,4295,1007,1189813,16179
15943,4367,1012,1192586,16195
15964,4408,999,1195205,16208
15985,4080,1033,1198413,16218
16006,3862,1071,1201050,16223
16027,3187,1124,1204978,16229
16048,3036,1124,1206712,16239
16069,5239,1150,1210024,16248
16090,4620,1169,1213477,16253
16111,4941,1175,1213674,16270
16132,4600,1198,1220494,16278
16153,4363,1221,1224129,16285
16174,3195,1266,1228304,16303
16195,3103,1244,1231106,16314
16216,5343,1260,1234277,16325
