,newinfections,hospitalized,recovered,deceased
10537,201,148,223418,5988
10558,192,149,223570,5990
10579,183,146,223648,5992
10600,150,158,223713,5992
10621,174,159,223823,5996
10642,288,157,223958,6006
10663,353,161,224129,6006
10684,386,167,224246,6006
10705,431,166,224299,6006
10726,404,170,224367,6006
10747,300,176,224408,6007
10768,552,177,224538,6010
10789,550,185,224688,6019
10810,520,180,224794,6021
10831,484,193,224976,6023
10852,626,209,225032,6024
10873,568,221,225151,6024
10894,457,244,225162,6024
10915,436,264,225451,6030
10936,627,289,225637,6036
10957,719,296,225821,6039
10978,724,298,226021,6043
10999,901,306,226243,6047
11020,581,328,226275,6047
11041,262,354,226404,6050
11062,809,370,226799,6056
11083,808,387,227263,6062
11104,831,402,227637,6067
11125,789,417,227985,6076
11146,776,441,228322,6083
11167,822,472,228475,6086
11188,923,494,228534,6088
11209,848,498,229112,6100
11230,868,518,229584,6109
11251,1134,532,230056,6121
11272,1101,564,230448,6134
11293,1013,596,230901,6137
11314,946,606,231294,6141
11335,881,654,231471,6148
11356,1229,684,231484,6148
11377,997,701,232688,6173
11398,1377,724,233064,6189
11419,1508,746,233997,6201
11440,1739,761,234360,6213
11461,1350,788,234873,6219
11482,1121,817,235288,6239
11503,1491,842,235967,6250
11524,1409,853,236808,6259
11545,1097,855,237286,6274
11566,1681,881,238541,6285
11587,1139,902,239257,6304
11608,1369,914,240121,6314
11629,1600,947,240647,6323
11650,1091,941,241765,6342
11671,1155,950,243036,6369
11692,1182,967,244370,6392
11713,1348,957,245692,6413
11734,1200,965,246715,6435
11755,1024,965,247552,6445
11776,943,975,247996,6455
11797,875,966,249246,6484
11818,877,939,250625,6513
11839,929,926,252369,6525
11860,973,901,254160,6543
11881,770,907,255003,6568
11902,885,892,255944,6577
11923,618,895,256730,6585
11944,684,871,257900,6609
11965,471,830,260231,6637
11986,878,796,261985,6657
12007,602,795,263514,6673
12028,643,766,265178,6691
12049,538,758,265416,6693
12070,514,756,265917,6700
12091,492,736,266989,6723
12112,414,696,268591,6741
12133,647,656,270040,6756
12154,464,623,271339,6769
12175,424,608,272051,6782
12196,422,607,272734,6785
12217,227,615,273124,6792
12238,553,596,273900,6805
12259,278,572,275501,6812
12280,500,545,277148,6819
12301,434,524,277677,6832
12322,410,505,278518,6839
12343,402,474,278937,6846
12364,183,486,279336,6852
12385,321,458,279896,6862
12406,285,438,281171,6868
12427,245,415,281999,6877
12448,469,405,283047,6880
12469,283,390,283554,6889
12490,250,378,284018,6892
12511,231,387,284339,6897
12532,273,379,285217,6909
12553,304,355,286262,6915
12574,270,332,287045,6921
12595,183,302,288016,6933
12616,266,293,288523,6935
12637,229,288,288781,6937
12658,260,297,289188,6942
12679,264,303,290136,6955
12700,368,312,290540,6960
12721,286,314,290943,6967
12742,400,308,291324,6973
12763,291,310,291763,6979
12784,375,309,292004,6986
12805,443,329,292085,6986
12826,484,322,292476,6994
12847,282,318,292888,7000
12868,308,324,293122,7009
12889,471,321,293492,7012
12910,285,318,293754,7015
12931,301,321,294018,7017
12952,295,336,294124,7019
12973,382,345,294276,7022
12994,398,345,294877,7029
13015,372,339,295179,7033
13036,466,350,295464,7042
13057,301,367,295828,7046
13078,359,362,295980,7048
13099,416,379,296101,7049
13120,504,394,296395,7060
13141,572,370,296911,7069
13162,604,368,297330,7078
13183,546,358,297743,7085
13204,327,370,298046,7088
13225,501,376,298474,7090
13246,442,384,298558,7093
13267,472,398,298990,7109
13288,491,394,299397,7116
13309,501,388,299782,7125
13330,640,370,300132,7131
13351,648,386,300715,7137
13372,567,379,300983,7146
13393,514,393,301101,7146
13414,505,382,301465,7162
13435,690,384,301966,7168
13456,655,376,302410,7173
13477,809,371,303278,7179
13498,645,367,303778,7187
13519,777,359,304080,7191
13540,559,365,304272,7197
13561,545,351,304472,7205
13582,729,351,305100,7214
13603,662,351,305848,7218
13624,836,356,306417,7223
13645,549,345,306938,7228
13666,870,347,307330,7234
13687,505,362,307443,7240
13708,975,373,308001,7250
13729,618,366,308710,7260
13750,789,387,308963,7262
13771,1143,392,309536,7268
13792,887,400,310218,7276
13813,1028,435,310526,7282
13834,782,450,310817,7287
13855,1037,474,311444,7295
13876,1404,497,312223,7307
13897,1346,512,312884,7318
13918,1522,533,313470,7329
13939,1368,549,314071,7339
13960,1212,575,314410,7349
13981,608,591,314731,7355
14002,1423,605,315279,7364
14023,1410,634,316242,7381
14044,2078,644,317074,7396
14065,2131,664,317667,7404
14086,2446,673,318190,7417
14107,1727,710,318453,7427
14128,2087,738,319185,7447
14149,2819,773,319697,7475
14170,3729,792,320335,7481
14191,3963,834,321681,7498
14212,5463,847,322520,7502
14233,5764,870,323089,7514
14254,3964,918,323509,7527
14275,4384,984,323793,7543
14296,6415,1007,324626,7583
14317,7328,1028,325646,7615
14338,14269,1063,326978,7634
14359,9248,1138,327949,7643
14380,12425,1187,329183,7667
14401,12949,1261,329891,7682
