,newinfections,hospitalized,recovered,deceased
13868,4765,1334,888168,34648
13889,5304,1331,890159,34668
13910,5590,1340,892738,34694
13931,6119,1377,894629,34718
13952,5397,1385,895457,34736
13973,2576,1420,895837,34776
13994,8292,1468,899420,34793
14015,10569,1516,902654,34814
14036,12913,1570,902819,34859
14057,16044,1568,910417,34887
14078,17332,1579,914011,34925
14099,4581,1619,915271,34940
14120,5065,1726,916431,34952
14141,28795,1891,918887,34980
14162,32696,2022,923089,35008
14183,39152,2035,925708,35044
14204,41458,2080,929903,35081
14225,37270,2167,934642,35095
14246,10425,2268,937826,35140
14267,13421,2366,939459,35159
14288,50104,2546,949429,35193
14309,51587,2646,953486,35240
14330,52693,2748,966009,35286
14351,18667,2858,971631,35345
14372,48808,2844,988982,35365
14393,36858,3131,992666,35403
14414,17581,3245,1000102,35464
14435,45555,3458,1021233,35519
14456,41050,3570,1055277,35610
14477,39683,3709,1067147,35662
14498,33856,3731,1123441,35777
14519,33249,3761,1165504,35854
14540,26773,3834,1180582,35911
14561,9883,3916,1203382,35992
14582,37823,3971,1291938,36056
14603,37233,3943,1324364,36126
14624,33676,3990,1338495,36257
14645,32677,3779,1382906,36378
14666,31164,3735,1437392,36460
14687,21700,3663,1477358,36527
14708,8844,3681,1500160,36614
14729,28372,3675,1553937,36684
14750,27808,3664,1563863,36758
14771,25098,3518,1612662,36881
14792,21329,3416,1646850,36958
14813,18555,3326,1669968,37046
14834,14558,3258,1699266,37108
14855,5417,3267,1719756,37184
14876,19389,3279,1766397,37241
14897,16098,3199,1779717,37291
14918,14989,3117,1821799,37416
14939,11340,3030,1848243,37493
14960,11136,2870,1873313,37569
14981,8370,2795,1897174,37643
15002,3116,2765,1921433,37713
15023,12194,2716,1949181,37763
15044,9374,2585,1961329,37792
15065,8395,2454,1987696,37867
15086,7099,2335,2009140,37927
15107,6516,2221,2027276,37972
15128,5247,2104,2039724,37999
15149,1982,2075,2052519,38076
15170,7757,2038,2070835,38109
15191,5964,1918,2077638,38127
15212,6116,1807,2093196,38178
15233,5413,1678,2102814,38237
15254,5231,1547,2115299,38286
15275,4303,1481,2123054,38315
15296,1804,1483,2126913,38352
15317,7146,1409,2138828,38405
15338,5534,1331,2145120,38423
15359,5239,1306,2155732,38468
15380,4599,1290,2161222,38518
15401,4408,1201,2167370,38537
15422,3332,1156,2172434,38580
15443,1388,1149,2175665,38603
15464,5746,1104,2185349,38631
15485,4713,1078,2187983,38654
15506,4386,1041,2193784,38689
15527,4326,983,2201259,38726
15548,4226,930,2205544,38758
15569,3627,903,2210014,38792
15590,1614,903,2212392,38822
15611,6497,902,2217310,38831
15632,5583,873,2220257,38845
15653,5813,848,2228627,38870
15674,5861,856,2234053,38889
15695,5501,848,2236082,38921
15716,4791,835,2240556,38939
15737,2336,859,2241953,38952
15758,9540,902,2248293,38966
15779,8183,880,2251541,38977
15800,8670,902,2257276,39000
15821,8555,916,2261729,39026
15842,8052,938,2265317,39043
15863,6371,931,2269096,39060
15884,2544,956,2271313,39075
15905,11378,979,2280268,39092
15926,9206,987,2283121,39107
15947,9300,1006,2289034,39141
15968,8677,999,2295547,39162
15989,8532,960,2304233,39175
16010,6783,972,2309919,39189
16031,2718,1014,2313346,39197
16052,12518,1056,2325014,39218
16073,9479,1079,2327884,39241
16094,9141,1081,2339085,39261
16115,9053,1112,2346496,39268
16136,8782,1118,2352187,39280
16157,6371,1125,2355504,39315
16178,2512,1152,2359074,39329
16199,11666,1198,2374269,39347
16220,9094,1179,2379353,39359
16241,9368,1128,2389900,39388
16262,8681,1143,2395936,39423
16283,8540,1147,2407424,39440
16304,6611,1122,2411507,39461
16325,2560,1146,2415559,39474
16346,11669,1148,2430406,39500
16367,8723,1189,2436124,39515
16388,8780,1163,2444470,39540
16409,8098,1155,2456240,39563
16430,8598,1161,2459893,39597
16451,6229,1141,2464894,39626
16472,1614,1152,2474365,39654
16493,2329,1182,2477871,39658
16514,14065,1207,2490531,39682
16535,9678,1235,2494869,39712
16556,9195,1240,2510886,39748
16577,8516,1215,2518005,39791
16598,5972,1197,2524080,39814
16619,2359,1213,2529088,39832
16640,2715,1252,2532084,39854
16661,13110,1286,2544938,39880
16682,8634,1296,2549522,39889
16703,7631,1267,2561365,39915
16724,6973,1260,2571992,39935
16745,5254,1219,2574240,39980
16766,1673,1212,2581120,40011
16787,9590,1210,2590438,40033
16808,6471,1226,2593811,40043
